,Name,Division,OverallScore,Rank,Wk1_Score,Wk1_Rank,Wk2_Score,Wk2_Rank,Wk3_Score,Wk3_Rank,Wk4_Score,Wk4_Rank,Wk5_Score,Wk5_Rank
36734,Kristan Clever,I-Women,26,1,143,1,102,10,540,1,270,1,145,13
46243,Julie Foucher,I-Women,37,2,135,8,100,15,531,3,261,8,154,3
18588,Annie Thorisdottir,I-Women,107,3,128,43,109,1,519,5,256,51,147,7
4925,Emily Bridgers,I-Women,115,4,133,20,94,58,534,2,260,12,138,23
8404,Camille Leblanc-Bazinet,I-Women,116,5,125,73,99,17,466,21,264,4,173,1
34182,Andrea Ager,I-Women,140,6,141,2,96,35,503,7,257,37,129,59
3407,Michele Letendre,I-Women,206,7,132,29,94,58,423,88,266,2,136,29
19412,Ashley Carriveau,I-Women,250,8,125,73,92,95,459,31,258,28,138,23
45124,Cameron Williams,I-Women,265,9,122,139,106,4,447,41,261,8,127,73
8342,Elyse Umeda,I-Women,297,10,125,73,92,95,447,41,256,51,134,37
15603,Madelyn Curley,I-Women,331,11,135,8,90,159,443,47,255,69,131,48
13372,Michelle Crawford,I-Women,347,12,126,64,90,159,466,21,255,69,135,34
14093,Deborah Cordner Carson,I-Women,358,13,119,242,98,19,461,25,259,18,130,54
8741,Angie Pye,I-Women,368,14,119,242,98,19,493,9,259,18,126,80
9121,Christy Phillips,I-Women,405,15,122,139,90,159,461,25,258,28,130,54
12336,Kelley Jackson,I-Women,413,16,129,41,90,159,462,24,251,173,142,16
11279,Talayna Fortunato,I-Women,422,17,118,279,93,73,459,31,257,37,160,2
8015,Rebecca Voigt,I-Women,430,18,123,105,95,44,455,36,264,4,116,241
28886,Emily Friedman,I-Women,435,19,127,56,90,159,438,53,259,18,120,149
9759,Cheryl nasso,I-Women,441,20,134,14,90,159,439,52,253,105,123,111
55121,Katrin Tanja Davidsdottir,I-Women,451,21,128,43,91,114,485,11,253,105,119,178
3217,Jenn Jones,I-Women,458,22,117,328,97,25,478,14,257,37,130,54
28918,Jenny Davis,I-Women,478,23,120,198,95,44,427,79,252,138,141,19
36776,Colleen Maher,I-Women,488,24,120,198,97,25,413,122,252,138,151,5
11006,Kelly Steadman,I-Women,497,25,122,139,90,159,416,117,260,12,128,70
7287,Amy Dracup,I-Women,498,26,128,43,91,114,382,310,261,8,138,23
42123,Laurie Galassi,I-Women,500,27,118,279,91,114,458,35,256,51,139,21
16173,Jessica Coughlan,I-Women,511,28,122,139,90,159,408,135,257,37,133,41
11215,Kaleena Ladeairous,I-Women,513,29,120,198,97,25,461,25,255,69,118,196
30192,Lindsey Valenzuela,I-Women,522,30,120,198,108,2,403,159,258,28,121,135
10614,Whitney Heuser,I-Women,543,31,123,105,92,95,435,56,252,138,120,149
52940,Lindsey Smith,I-Women,545,32,118,279,101,12,437,54,256,51,120,149
38474,Ashleigh Moe,I-Women,567,33,117,328,91,114,479,13,253,105,147,7
9184,Janet Black,I-Women,573,34,122,139,90,159,442,48,251,173,130,54
45940,Jennifer Butler,I-Women,574,35,132,29,90,159,428,74,249,253,129,59
24883,Natalie McLain,I-Women,585,36,132,29,87,465,452,37,256,51,154,3
49672,Lindsay Bourdon,I-Women,590,37,133,20,86,511,461,25,258,28,148,6
51106,Tiffany Hendrickson,I-Women,592,38,118,279,90,159,460,30,253,105,141,19
13383,Gretchen Kittelberger,I-Women,596,39,122,139,95,44,406,141,251,173,124,99
45179,Alicia Connors,I-Women,614,40,118,279,90,159,498,8,255,69,124,99
36285,Sarabeth Phillips,I-Women,620,41,121,165,93,73,379,337,259,18,137,27
20774,britney holmberg,I-Women,621,42,122,139,92,95,463,23,249,253,123,111
3991,Lauren Brooks,I-Women,656,43,120,198,91,114,488,10,248,320,144,14
36699,Becky Conzelman,I-Women,656,43,128,43,90,159,376,358,257,37,129,59
7747,Azadeh Boroumand,I-Women,657,45,115,467,95,44,467,18,262,7,122,121
25528,Ruth Anderson Horrell,I-Women,661,46,116,387,90,159,447,41,257,37,134,37
17869,Allison Truscheit,I-Women,669,47,118,279,91,114,400,173,255,69,135,34
4377,Melissa Jamerino,I-Women,675,48,126,64,89,394,399,177,265,3,134,37
21087,Amanda Allen,I-Women,682,49,117,328,96,35,413,122,253,105,125,92
5288,Ginny King,I-Women,685,50,120,198,90,159,407,138,255,69,122,121
8263,Megan John,I-Women,742,51,135,8,90,159,468,17,246,459,124,99
14149,Jenny LaBaw,I-Women,743,52,122,139,91,114,442,48,247,405,134,37
50601,Valerie Voboril,I-Women,772,53,133,20,85,570,452,37,252,138,147,7
11460,Candice Ruiz,I-Women,781,54,122,139,91,114,396,191,255,69,115,268
35645,Shelly Sourdis,I-Women,782,55,130,35,87,465,405,146,254,88,131,48
14832,Amanda Schwartz,I-Women,787,56,127,56,85,570,447,41,258,28,125,92
39890,Larissa Costa,I-Women,801,57,134,14,88,426,392,219,254,88,130,54
5785,Brista Mayfield,I-Women,819,58,116,387,91,114,459,31,252,138,120,149
27855,Lauren Plumey,I-Women,819,58,118,279,90,159,411,127,253,105,120,149
11046,Tracy Shuford,I-Women,824,60,123,105,88,426,435,56,254,88,120,149
20612,rachel martinez,I-Women,826,61,130,35,88,426,526,4,248,320,133,41
13713,Chelsea Miller,I-Women,830,62,123,105,90,159,374,388,253,105,127,73
6109,Michelle Kinney,I-Women,851,63,113,608,91,114,440,51,257,37,133,41
5512,Stacie Tovar,I-Women,865,64,113,608,93,73,430,67,257,37,126,80
26956,Melissa Dixon,I-Women,874,65,125,73,90,159,377,350,256,51,116,241
23907,Kendall Burnham,I-Women,916,66,120,198,91,114,374,388,253,105,123,111
2326,Emma Keen,I-Women,917,67,128,43,90,159,467,18,244,651,132,46
40822,Alicia Gomes,I-Women,935,68,120,198,93,73,383,303,248,320,133,41
18901,Stacey Magnesio,I-Women,947,69,122,139,90,159,407,138,250,209,114,302
31569,Linsey Kokal,I-Women,969,70,118,279,91,114,401,169,253,105,114,302
36435,kylee claxton,I-Women,976,71,116,387,90,159,417,114,252,138,119,178
25678,Annie Sakamoto,I-Women,977,72,135,8,82,743,397,187,259,18,139,21
19501,Thuridur Erla Helgadottir,I-Women,992,73,133,20,82,743,450,39,260,12,119,178
30824,Hjördís Óskarsdóttir,I-Women,992,73,127,56,87,465,380,324,260,12,121,135
6703,Emily Pale,I-Women,995,75,120,198,96,35,419,104,254,88,108,570
4887,Krista Owens,I-Women,995,75,118,279,94,58,423,88,246,459,123,111
14319,Emmalee Moore,I-Women,1025,77,112,702,91,114,410,132,259,18,129,59
2942,Kara Gordon,I-Women,1039,78,123,105,83,680,412,125,259,18,123,111
7134,Sarah Pierce,I-Women,1045,79,111,833,94,58,429,69,257,37,131,48
17993,Valerie Calhoun,I-Women,1045,79,123,105,88,426,417,114,248,320,126,80
2687,Jessica Core,I-Women,1057,81,120,198,88,426,394,207,253,105,122,121
8719,Jennie McKernan,I-Women,1058,82,118,279,90,159,408,135,247,405,126,80
11384,Tosha Jeffries,I-Women,1064,83,122,139,91,114,363,481,250,209,122,121
13852,Jaime Noyce,I-Women,1074,84,118,279,90,159,420,98,253,105,111,433
22698,Anne Austad,I-Women,1078,85,122,139,86,511,389,239,251,173,142,16
9258,Kelley Hennigan,I-Women,1101,86,117,328,90,159,425,85,246,459,128,70
54323,Keysha Benzing,I-Women,1101,86,114,540,93,73,388,248,253,105,121,135
44316,amy Bright,I-Women,1105,88,117,328,90,159,478,14,245,545,129,59
8770,Cheryl Brost,I-Women,1105,88,124,92,86,511,429,69,254,88,113,345
51922,Alexandra Bergeron,I-Women,1126,90,116,387,86,511,419,104,256,51,127,73
4961,Paige Millspaugh,I-Women,1132,91,124,92,86,511,428,74,248,320,121,135
12303,Whitney Welsch,I-Women,1133,92,115,467,90,159,396,191,252,138,119,178
7965,Elisabeth Akinwale,I-Women,1144,93,112,702,91,114,447,41,249,253,135,34
11212,Megan Norris,I-Women,1161,94,115,467,92,95,405,146,247,405,131,48
7290,Martina Barbaro,I-Women,1166,95,121,165,87,465,467,18,246,459,129,59
9684,Jessica Stephen,I-Women,1167,96,121,165,90,159,360,506,255,69,115,268
52053,Jasmine dever,I-Women,1169,97,110,963,105,5,405,146,258,28,137,27
64862,Rebecca Eastwell,I-Women,1194,98,123,105,86,511,387,259,256,51,115,268
4982,Courtney Butowicz,I-Women,1201,99,121,165,90,159,398,183,245,545,120,149
46644,Christina Merlo,I-Women,1211,100,117,328,91,114,432,61,252,138,108,570
10394,Amanda DeRosa,I-Women,1216,101,121,165,86,511,404,152,249,253,121,135
9808,Erin Riddell Carter,I-Women,1237,102,119,242,89,394,410,132,246,459,146,10
13592,Jennifer Hunter,I-Women,1243,103,116,387,90,159,388,248,249,253,118,196
11218,Jaime Gold,I-Women,1252,104,111,833,93,73,417,114,251,173,129,59
47056,Stacey Kroon,I-Women,1265,105,111,833,91,114,397,187,256,51,126,80
6442,Adrienne Briggs,I-Women,1269,106,121,165,87,465,406,141,248,320,119,178
35152,Jackie Perez,I-Women,1272,107,117,328,88,426,377,350,255,69,124,99
12247,Alicia Staton,I-Women,1291,108,116,387,90,159,433,59,249,253,111,433
16581,Denae Brown,I-Women,1293,109,135,8,76,1224,472,16,264,4,133,41
7041,Marissa Luchau,I-Women,1301,110,113,608,90,159,425,85,249,253,118,196
27975,Chyna Cho,I-Women,1307,111,112,702,90,159,385,279,259,18,120,149
56839,JoEllyn McAtee,I-Women,1318,112,113,608,96,35,399,177,253,105,112,393
25991,Renee Martin,I-Women,1319,113,125,73,81,823,399,177,251,173,127,73
4315,Julie Adams,I-Women,1345,114,116,387,89,394,386,275,250,209,126,80
15537,Lisa Ryan,I-Women,1372,115,125,73,85,570,405,146,247,405,119,178
13439,Leah Polaski,I-Women,1382,116,112,702,91,114,385,279,252,138,120,149
49217,Penny Kemp,I-Women,1383,117,132,29,79,970,382,310,256,51,138,23
7494,Andrea Kwiatkowski,I-Women,1383,117,113,608,90,159,393,210,252,138,115,268
2473,Katie Schmitz,I-Women,1388,119,125,73,95,44,350,695,254,88,110,488
31239,Mandy Malloy,I-Women,1396,120,113,608,89,394,418,110,254,88,118,196
3806,Christina Sloyer,I-Women,1410,121,121,165,83,680,437,54,250,209,114,302
29685,Claire Fernandez,I-Women,1446,122,112,702,90,159,375,367,255,69,120,149
11895,Grace Skocik,I-Women,1453,123,119,242,85,570,393,210,249,253,119,178
45491,Jennifer Smith,I-Women,1461,124,120,198,88,426,378,343,249,253,116,241
9440,Anna Tunnicliffe,I-Women,1477,125,126,64,89,394,390,233,244,651,121,135
21686,Elma Ducic,I-Women,1491,126,115,467,90,159,432,61,246,459,113,345
12492,jenn harris,I-Women,1495,127,118,279,90,159,376,358,251,173,109,526
22982,Emily Carothers,I-Women,1498,128,128,43,89,394,375,367,245,545,120,149
57509,Tanya Wagner,I-Women,1513,129,110,963,94,58,392,219,252,138,121,135
20084,Kyla Evers,I-Women,1516,130,110,963,98,19,386,275,252,138,122,121
26980,Pip Malone,I-Women,1522,131,113,608,91,114,433,59,245,545,118,196
50940,Krista Colson,I-Women,1529,132,109,1129,98,19,389,239,255,69,127,73
12348,Karen McCadam,I-Women,1536,133,118,279,87,465,396,191,247,405,118,196
15601,Erin Cunningham,I-Women,1546,134,114,540,89,394,381,321,255,69,117,222
1696,Shelby Walkinshaw,I-Women,1547,135,116,387,86,511,423,88,248,320,116,241
1812,Miranda Oldroyd,I-Women,1548,136,119,242,92,95,336,957,253,105,120,149
13791,Alahna Gibbs,I-Women,1552,137,112,702,90,159,420,98,253,105,110,488
36446,Nichole DeHart,I-Women,1554,138,110,963,92,95,389,239,250,209,131,48
11618,Amélie Gagnon,I-Women,1556,139,118,279,87,465,396,191,256,51,108,570
12924,Emma Moburg-Jones,I-Women,1571,140,113,608,89,394,401,169,248,320,126,80
8691,Samantha Snyder,I-Women,1580,141,120,198,82,743,385,279,252,138,117,222
7693,Ali Murdoch,I-Women,1587,142,125,73,81,823,376,358,249,253,126,80
4911,Sara Hill Mass,I-Women,1602,143,110,963,91,114,402,167,250,209,120,149
15623,Kristen Curry,I-Women,1603,144,112,702,90,159,387,259,252,138,113,345
20604,jennifer carr,I-Women,1613,145,115,467,90,159,367,445,248,320,117,222
26065,Tina Angelotti,I-Women,1646,146,117,328,82,743,379,337,250,209,136,29
9559,Danielle Hale,I-Women,1647,147,130,35,77,1118,420,98,256,51,113,345
52677,Taylor Richards-Lindsay,I-Women,1649,148,108,1271,90,159,415,119,261,8,125,92
6913,Lindy Barber,I-Women,1657,149,113,608,91,114,411,127,248,320,110,488
16738,Feng Yi Chew,I-Women,1661,150,130,35,77,1118,392,219,250,209,126,80
16219,Kirsten Haysom,I-Women,1673,151,115,467,88,426,364,470,255,69,116,241
2670,Ingrid Kantola,I-Women,1683,152,111,833,90,159,404,152,256,51,110,488
15996,Allison king,I-Women,1697,153,111,833,91,114,419,104,249,253,112,393
26800,Monica Lopes,I-Women,1697,153,121,165,83,680,384,291,248,320,116,241
82082,Fain Davis,I-Women,1701,155,123,105,80,907,407,138,246,459,125,92
32618,Krissi Brown,I-Women,1718,156,110,963,90,159,379,337,252,138,122,121
14687,Michelle Benedict,I-Women,1723,157,107,1420,96,35,419,104,253,105,129,59
60569,Tina Carson,I-Women,1725,158,116,387,90,159,339,890,250,209,126,80
8692,Ashleigh Woods,I-Women,1740,159,110,963,90,159,395,204,251,173,116,241
2854,Sarina Woodworth,I-Women,1747,160,112,702,93,73,386,275,250,209,110,488
4422,Holly Mata,I-Women,1761,161,125,73,90,159,326,1134,251,173,117,222
12168,Bridget Ahlfield,I-Women,1765,162,117,328,86,511,392,219,247,405,114,302
17309,Linda Leipper,I-Women,1767,163,116,387,82,743,370,421,253,105,123,111
11210,Kristin King,I-Women,1768,164,127,56,90,159,429,69,240,1414,128,70
27587,Beth Guse,I-Women,1769,165,123,105,82,743,375,367,250,209,113,345
21214,Jolaine Bloom,I-Women,1776,166,122,139,87,465,509,6,241,1152,144,14
29936,Kristina Lum,I-Women,1777,167,117,328,83,680,423,88,246,459,117,222
12408,Fortune Santos,I-Women,1786,168,111,833,87,465,392,219,249,253,142,16
28224,Jenny Jacobsen,I-Women,1791,169,118,279,80,907,386,275,258,28,114,302
22827,April Lowe,I-Women,1805,170,112,702,90,159,398,183,246,459,114,302
38521,Ellinor Rehnström,I-Women,1806,171,116,387,90,159,363,481,250,209,108,570
22340,Katie Hogan,I-Women,1814,172,109,1129,102,10,400,173,255,69,111,433
21863,Tina Popp,I-Women,1824,173,114,540,86,511,411,127,249,253,112,393
14041,Juli Bauer,I-Women,1835,174,113,608,90,159,418,110,252,138,104,820
5191,Jocelyn Rylee,I-Women,1837,175,121,165,89,394,355,584,245,545,120,149
11708,Amanda Goodman,I-Women,1838,176,109,1129,90,159,374,388,256,51,123,111
43069,Mary Lampas,I-Women,1844,177,111,833,90,159,360,506,253,105,116,241
35833,Erin Taylor,I-Women,1852,178,111,833,90,159,428,74,244,651,121,135
22798,Kathleen Walsh,I-Women,1853,179,112,702,88,426,397,187,253,105,111,433
8322,Loren Churchin,I-Women,1863,180,115,467,91,114,353,609,247,405,115,268
31420,Lisa Brooke,I-Women,1874,181,110,963,83,680,411,127,260,12,125,92
23083,Maddy Ruggeberg,I-Women,1875,182,111,833,96,35,395,204,252,138,107,665
18641,carey Kepler,I-Women,1887,183,109,1129,88,426,398,183,258,28,122,121
25102,Katie Russell,I-Women,1924,184,115,467,88,426,390,233,247,405,112,393
32681,Sarah McCormick,I-Women,1927,185,110,963,90,159,403,159,249,253,112,393
8027,Libby DiBiase,I-Women,1938,186,113,608,78,1040,400,173,254,88,136,29
5201,Lisa Rendic,I-Women,1940,187,109,1129,90,159,420,98,247,405,120,149
6868,Aimee Berencsi,I-Women,1941,188,112,702,89,394,384,291,250,209,113,345
15547,Cherie Chan,I-Women,1942,189,118,279,85,570,362,491,250,209,112,393
23820,Shana Alverson,I-Women,1948,190,108,1271,90,159,419,104,255,69,113,345
54216,Anita Bonnesen,I-Women,1952,191,111,833,84,619,441,50,250,209,116,241
18422,Lori Green,I-Women,1955,192,112,702,90,159,366,452,250,209,111,433
18766,Crista Jorgensen,I-Women,1960,193,112,702,81,823,412,125,254,88,117,222
6139,samantha petersen,I-Women,1964,194,109,1129,97,25,449,40,253,105,107,665
4568,Christie Hennon,I-Women,1971,195,114,540,87,465,371,411,249,253,114,302
45333,Linda Thomas,I-Women,1976,196,135,8,77,1118,423,88,244,651,123,111
51701,Danielle Dionne,I-Women,1982,197,113,608,85,570,352,632,257,37,121,135
34199,Melissa Einbinder,I-Women,1985,198,112,702,83,680,426,82,249,253,115,268
1910,Emily Beers,I-Women,1986,199,105,1819,95,44,461,25,255,69,136,29
25320,chelsey Grigsby,I-Women,1988,200,121,165,81,823,360,506,249,253,116,241
42565,Chris Perrins,I-Women,1989,201,115,467,78,1040,382,310,256,51,122,121
4865,Michelle Belden,I-Women,1994,202,111,833,90,159,362,491,250,209,114,302
10745,Sara Ellegaard Andreasen,I-Women,1998,203,128,43,83,680,379,337,245,545,112,393
45286,Kathy Nelson,I-Women,2003,204,116,387,86,511,359,522,247,405,119,178
19667,Paula Wedgbury,I-Women,2015,205,116,387,81,823,389,239,251,173,112,393
5891,Rachel Batista,I-Women,2018,206,117,328,85,570,359,522,249,253,113,345
21098,Hannah Caldas,I-Women,2022,207,107,1420,92,95,406,141,248,320,132,46
26920,Tina Schmidt,I-Women,2031,208,116,387,75,1322,429,69,251,173,126,80
54406,Tara Montgomery,I-Women,2036,209,114,540,87,465,375,367,252,138,109,526
46105,Courtney Modecki,I-Women,2040,210,119,242,75,1322,385,279,253,105,125,92
26052,Julie Weldon,I-Women,2085,211,121,165,80,907,348,724,250,209,126,80
18274,Björk Óðinsdóttir,I-Women,2088,212,113,608,90,159,403,159,250,209,102,953
33918,Eleni Frediani,I-Women,2098,213,122,139,75,1322,431,66,252,138,111,433
58179,Teshina DeBoer,I-Women,2098,213,112,702,90,159,387,259,245,545,111,433
3278,Pamela Gagnon,I-Women,2099,215,126,64,77,1118,416,117,244,651,120,149
27938,Silke von Saalfeld,I-Women,2099,215,115,467,83,680,373,397,249,253,114,302
12611,Chely Galvan,I-Women,2104,217,111,833,86,511,428,74,249,253,111,433
3569,Louise Åkesson,I-Women,2144,218,114,540,90,159,357,555,245,545,113,345
8618,Aida Koepplinger,I-Women,2151,219,117,328,78,1040,378,343,252,138,114,302
6040,Sam Heydlauff,I-Women,2163,220,113,608,81,823,374,388,250,209,121,135
10083,Michelle Wisla,I-Women,2164,221,110,963,90,159,404,152,248,320,108,570
29898,Ingunn Ludviksdottir,I-Women,2185,222,117,328,91,114,351,659,244,651,111,433
25675,michelle hernandez,I-Women,2185,222,110,963,86,511,380,324,250,209,119,178
27578,Deb Blanco,I-Women,2190,224,108,1271,92,95,383,303,249,253,115,268
22168,Lacey Van Der Marel,I-Women,2195,225,116,387,93,73,388,248,240,1414,127,73
11767,Mel Ockerby,I-Women,2207,226,106,1604,93,73,432,61,246,459,146,10
54687,Heather Gillespie,I-Women,2212,227,106,1604,97,25,373,397,257,37,120,149
10114,Leah Clark,I-Women,2229,228,116,387,81,823,376,358,251,173,110,488
17222,Shelly Mielke,I-Women,2241,229,118,279,81,823,369,431,252,138,108,570
68080,Tracy Nagai,I-Women,2241,229,116,387,90,159,374,388,245,545,105,762
9889,Rachael Cleave,I-Women,2248,231,116,387,76,1224,383,303,252,138,118,196
53338,D'Ann Lorentzen,I-Women,2249,232,113,608,90,159,351,659,249,253,108,570
5921,Gayle Shalloo,I-Women,2255,233,127,56,82,743,353,609,244,651,118,196
3477,Claire Fraser,I-Women,2259,234,114,540,80,907,384,291,254,88,111,433
13540,Lauren Krygowski,I-Women,2289,235,106,1604,90,159,414,121,250,209,118,196
7651,Aimee Lyons,I-Women,2291,236,116,387,83,680,358,538,249,253,111,433
4728,Jenna Dodge,I-Women,2292,237,112,702,90,159,348,724,247,405,114,302
59627,Shanna Duvall,I-Women,2294,238,119,242,82,743,344,793,248,320,118,196
12480,Shanon Humphrey,I-Women,2296,239,105,1819,94,58,405,146,256,51,117,222
9122,Tami Ough,I-Women,2296,239,117,328,83,680,382,310,245,545,111,433
29810,cassidy lance,I-Women,2297,241,108,1271,87,465,403,159,249,253,120,149
17339,Candace Hamilton Hester,I-Women,2307,242,106,1604,97,25,363,481,252,138,129,59
17853,Rachel Siemens,I-Women,2316,243,110,963,94,58,353,609,249,253,111,433
25876,Jessica Estrada,I-Women,2330,244,118,279,88,426,331,1037,248,320,115,268
21347,Kat Apostolina,I-Women,2343,245,134,14,75,1322,366,452,245,545,146,10
17350,Lindsey McDuffie,I-Women,2356,246,107,1420,85,570,432,61,257,37,115,268
6135,Leah Platz,I-Women,2366,247,110,963,90,159,393,210,248,320,106,714
6936,Jennifer Wills,I-Women,2370,248,122,139,82,743,329,1069,248,320,124,99
53485,michaela north,I-Women,2374,249,107,1420,96,35,381,321,249,253,113,345
5722,Jennifer Osborn,I-Women,2398,250,106,1604,96,35,445,46,248,320,112,393
43108,Leah Hosburgh,I-Women,2433,251,109,1129,87,465,357,555,251,173,123,111
26745,Jolene Grant,I-Women,2446,252,136,6,68,2289,418,110,260,12,136,29
3965,Rebecca Clingersmith,I-Women,2446,252,110,963,90,159,396,191,249,253,103,880
5124,Anna Rode,I-Women,2456,254,112,702,90,159,426,82,240,1414,124,99
23470,Brittany Williams,I-Women,2470,255,120,198,72,1690,382,310,251,173,124,99
33304,Melissa Dinsmore,I-Women,2471,256,106,1604,90,159,389,239,248,320,120,149
16098,Eve Neville,I-Women,2472,257,119,242,78,1040,331,1037,259,18,121,135
46163,Kristen Smith,I-Women,2487,258,110,963,78,1040,426,82,249,253,120,149
11274,britt ringstrom,I-Women,2488,259,119,242,93,73,390,233,240,1414,109,526
27058,Jennifer Dober,I-Women,2501,260,111,833,83,680,364,470,251,173,113,345
6905,Christine Kluge,I-Women,2516,261,108,1271,92,95,377,350,244,651,120,149
35402,Lindsey Kirschman,I-Women,2522,262,108,1271,92,95,428,74,248,320,105,762
11626,Heather Welsh,I-Women,2526,263,105,1819,90,159,399,177,255,69,114,302
19058,Nancy McKeage,I-Women,2528,264,107,1420,90,159,384,291,254,88,108,570
38508,Bethany Hart,I-Women,2537,265,107,1420,94,58,411,127,243,783,120,149
23512,Kelly Cook,I-Women,2547,266,114,540,75,1322,385,279,252,138,115,268
62507,Monica Minter,I-Women,2560,267,122,139,84,619,342,841,243,783,119,178
29644,Darcy Thompson,I-Women,2564,268,116,387,90,159,387,259,245,545,99,1214
24488,Mary Theobald,I-Women,2567,269,111,833,83,680,351,659,251,173,117,222
5601,Taylor Flynn,I-Women,2585,270,108,1271,82,743,370,421,256,51,124,99
11094,Melissa Hurley,I-Women,2587,271,116,387,86,511,337,948,245,545,118,196
5434,Chelsea Estes,I-Women,2603,272,126,64,74,1435,339,890,259,18,118,196
11321,Jessa Lemoine,I-Women,2604,273,108,1271,90,159,401,169,243,783,117,222
43678,Lee Knight,I-Women,2606,274,116,387,81,823,360,506,245,545,113,345
22465,Nikki Isbell,I-Women,2610,275,106,1604,94,58,352,632,252,138,119,178
14691,Andrea Roozen,I-Women,2616,276,109,1129,84,619,394,207,251,173,110,488
13506,Nicole Holcomb,I-Women,2632,277,109,1129,98,19,371,411,249,253,104,820
3118,Danielle Sawyer,I-Women,2647,278,107,1420,91,114,404,152,243,783,119,178
2890,Sarah Lindasdatter Troelsen Krar,I-Women,2654,279,116,387,96,35,388,248,240,1414,108,570
50490,Megan Mateer,I-Women,2655,280,112,702,90,159,387,259,240,1414,122,121
17585,melissa popovich,I-Women,2658,281,112,702,76,1224,376,358,249,253,122,121
12969,Hillari Eaton,I-Women,2667,282,112,702,82,743,401,169,251,173,103,880
9298,Molly Hunsinger,I-Women,2669,283,110,963,91,114,389,239,243,783,108,570
19372,Karen Pierce,I-Women,2678,284,110,963,90,159,353,609,246,459,110,488
19652,Marie-Eve Castonguay,I-Women,2684,285,117,328,83,680,347,745,247,405,109,526
42851,Jennifer James,I-Women,2696,286,108,1271,90,159,351,659,257,37,108,570
15333,Kimberly Johnson,I-Women,2707,287,121,165,75,1322,357,555,248,320,113,345
5474,Carrie Fitzgerald,I-Women,2714,288,115,467,77,1118,389,239,245,545,113,345
10355,Margaret Junker,I-Women,2727,289,120,198,78,1040,377,350,244,651,110,488
14678,Laura Murphy,I-Women,2736,290,114,540,90,159,391,230,240,1414,112,393
13398,Rose Prokop,I-Women,2749,291,107,1420,90,159,380,324,248,320,109,526
53306,Elizabeth Warren,I-Women,2751,292,113,608,84,619,419,104,241,1152,115,268
16416,Abbey Rogers,I-Women,2753,293,123,105,78,1040,368,435,246,459,106,714
36858,Kelsey Ericksen,I-Women,2775,294,120,198,77,1118,420,98,249,253,100,1108
51897,Lauren Baer,I-Women,2778,295,112,702,84,619,340,869,248,320,115,268
29058,Amber Schroeder,I-Women,2779,296,122,139,72,1690,394,207,251,173,108,570
38498,Carrie Winecoff,I-Women,2782,297,116,387,75,1322,351,659,251,173,116,241
26007,SHANNON MURPHY,I-Women,2787,298,115,467,72,1690,404,152,247,405,127,73
20012,Nellie Garcia,I-Women,2788,299,132,29,72,1690,374,388,246,459,117,222
30761,Nadia Shatila,I-Women,2791,300,113,608,75,1322,387,259,250,209,112,393
3868,Kendra Johnsen,I-Women,2792,301,108,1271,95,44,360,506,250,209,105,762
26770,Carlie Stone,I-Women,2796,302,108,1271,90,159,351,659,247,405,114,302
3457,Phillipa Hale,I-Women,2800,303,125,73,73,1558,343,817,249,253,124,99
26490,marcie wells,I-Women,2800,303,118,279,74,1435,370,421,248,320,113,345
60597,Chardonnay Poole,I-Women,2809,305,113,608,85,570,380,324,245,545,105,762
58202,Elly Kabboord,I-Women,2810,306,116,387,77,1118,352,632,247,405,115,268
22664,Amanda Barelli,I-Women,2811,307,103,2314,90,159,396,191,254,88,129,59
5306,Emilie Pfeiffer-Badoux,I-Women,2819,308,108,1271,83,680,361,497,255,69,114,302
3416,Raquel Rodriguez,I-Women,2839,309,113,608,86,511,371,411,243,783,109,526
39130,Katelyn Haynes,I-Women,2870,310,110,963,90,159,348,724,243,783,116,241
5401,Kathy Carey,I-Women,2870,310,115,467,81,823,397,187,241,1152,116,241
37537,Alessandra Pichelli,I-Women,2881,312,109,1129,93,73,429,69,240,1414,118,196
11867,Jenna Aanden,I-Women,2902,313,115,467,77,1118,353,609,252,138,108,570
30684,Kari Cezat,I-Women,2908,314,108,1271,93,73,384,291,248,320,102,953
74738,Kara Wallace-Racz,I-Women,2917,315,113,608,80,907,357,555,245,545,114,302
18729,Briana Sands,I-Women,2928,316,112,702,90,159,359,522,241,1152,112,393
35723,Molly Biss,I-Women,2930,317,105,1819,90,159,404,152,244,651,120,149
15404,Tina Balfe,I-Women,2931,318,111,833,91,114,334,988,244,651,113,345
19117,Lauren Fisher,I-Women,2935,319,114,540,77,1118,382,310,249,253,106,714
5464,Wendy Shafranski,I-Women,2951,320,109,1129,90,159,343,817,248,320,109,526
19727,Jennifer Lymburner,I-Women,2953,321,123,105,74,1435,409,134,246,459,104,820
3742,Miwa Andrus,I-Women,2955,322,112,702,91,114,387,259,245,545,97,1335
4069,Ekaterina Tabakova,I-Women,2978,323,124,92,86,511,351,659,240,1414,114,302
35377,Bethany Lauster,I-Women,2984,324,123,105,76,1224,351,659,244,651,113,345
13563,Alexandra Seal,I-Women,2985,325,110,963,95,44,392,219,240,1414,113,345
8178,Dara Ching,I-Women,2987,326,109,1129,94,58,368,435,244,651,106,714
65842,tannaya hantelman,I-Women,2989,327,121,165,84,619,383,303,240,1414,110,488
11942,Kristen Miller,I-Women,2997,328,109,1129,84,619,365,463,245,545,116,241
9156,Trixie Arya,I-Women,3021,329,128,43,73,1558,356,573,245,545,114,302
